,Question Type,Incorrect/Correct,Response Scores,Confidence,Response Source,Participant ID,Question ID
44,AI_or_Human,Correct,1,4.1,Doctor,614e7595b135a4c4656cf557,1_D_Procedures_6
45,AI_or_Human,Correct,1,4.8,Doctor,57b560e4a18afd00013e0579,1_D_Procedures_6
46,AI_or_Human,Incorrect,0,2.5,Doctor,61141ef53317a3f90b098b66,1_D_Procedures_6
47,AI_or_Human,Correct,1,3.0,Doctor,631278690a39c26a19d394a0,1_D_Procedures_6
48,AI_or_Human,Incorrect,0,4.2,Doctor,5f7e4fbc36d39211c80599fe,1_D_Procedures_6
49,AI_or_Human,Correct,1,3.4,Doctor,61097e0464a4a922602d495b,1_D_Procedures_6
50,AI_or_Human,Correct,1,3.8,Doctor,5b5a822e1ad8270001c4f28d,1_D_Procedures_6
51,AI_or_Human,Incorrect,0,4.0,Doctor,63d5528c99d44c28a0f4040e,1_D_Procedures_6
52,AI_or_Human,Correct,1,2.0,Doctor,60fedf00b3d67381229eb456,1_D_Procedures_6
53,AI_or_Human,Correct,1,4.1,Doctor,5c40134b1580e900012320ab,1_D_Procedures_6
54,AI_or_Human,Correct,1,4.5,Doctor,61003424913c5bc34653feb1,1_D_Procedures_6
55,AI_or_Human,Incorrect,0,4.4,Doctor,60debc4045d5ce331ba7647c,1_D_Recovery_6
56,AI_or_Human,Correct,1,4.0,Doctor,60fd703323341ff48a496d12,1_D_Recovery_6
57,AI_or_Human,Correct,1,4.2,Doctor,61141ef53317a3f90b098b66,1_D_Recovery_6
58,AI_or_Human,Incorrect,0,4.1,Doctor,5d85150104ad7f00180935d1,1_D_Recovery_6
59,AI_or_Human,Incorrect,0,4.3,Doctor,5d0d16d991270800010b7dd7,1_D_Recovery_6
60,AI_or_Human,Incorrect,0,3.0,Doctor,61097e0464a4a922602d495b,1_D_Recovery_6
61,AI_or_Human,Incorrect,0,5.0,Doctor,62dccf664ff0895a60cfdda2,1_D_Recovery_6
62,AI_or_Human,Correct,1,3.4,Doctor,6107695b30abc8ceb5ac197b,1_D_Recovery_6
63,AI_or_Human,Incorrect,0,4.4,Doctor,60883e078fa7828e99acb69a,1_D_Recovery_6
64,AI_or_Human,Incorrect,0,4.0,Doctor,5f47e6376aa63923f3804e3b,1_D_Recovery_6
65,AI_or_Human,Incorrect,0,4.1,Doctor,62786f21e2cc1d6adeea0a79,2_D_Conditions_6
66,AI_or_Human,Incorrect,0,4.2,Doctor,6060a822ebad58844bb482f1,2_D_Conditions_6
67,AI_or_Human,Incorrect,0,3.1,Doctor,62a13f4b85d80af5340feff5,2_D_Conditions_6
68,AI_or_Human,Correct,1,3.8,Doctor,61115b41f830b1e539d612bf,2_D_Conditions_6
69,AI_or_Human,Incorrect,0,4.5,Doctor,631278690a39c26a19d394a0,2_D_Conditions_6
70,AI_or_Human,Correct,1,3.5,Doctor,5ea47bda5b1a9807ed89eb76,2_D_Conditions_6
71,AI_or_Human,Incorrect,0,4.5,Doctor,612fcbbd5386d9edb42da147,2_D_Conditions_6
72,AI_or_Human,Incorrect,0,5.0,Doctor,5ef32f0aeb0c9103d56a8558,2_D_Conditions_6
73,AI_or_Human,Incorrect,0,5.0,Doctor,5ef00061e45c1f1988455df5,2_D_Conditions_6
74,AI_or_Human,Correct,1,1.6,Doctor,62dc292b3a585ccfd11f9bc9,2_D_Conditions_6
75,AI_or_Human,Correct,1,3.8,Doctor,5ede06165f5ead017ee49f05,2_D_Conditions_6
76,AI_or_Human,Correct,1,3.5,Doctor,62fbdda6e4b5a034b71296f8,2_D_Conditions_6
77,AI_or_Human,Incorrect,0,3.8,Doctor,614ca018863895a0b6724719,2_D_Conditions_6
78,AI_or_Human,Correct,1,3.8,Doctor,62b496ea7c06f67ea068d0d3,2_D_Conditions_6
79,AI_or_Human,Incorrect,0,4.3,Doctor,60b7e08463067cb8330e0d8d,2_D_Diagnostics_6
80,AI_or_Human,Incorrect,0,2.7,Doctor,5bdbf2d92562330001b8d056,2_D_Diagnostics_6
81,AI_or_Human,Correct,1,4.5,Doctor,61115b41f830b1e539d612bf,2_D_Diagnostics_6
82,AI_or_Human,Correct,1,5.0,Doctor,629e633c82ed7bd84fce0f9a,2_D_Diagnostics_6
83,AI_or_Human,Incorrect,0,4.5,Doctor,631278690a39c26a19d394a0,2_D_Diagnostics_6
84,AI_or_Human,Incorrect,0,4.5,Doctor,6132cc931d18eb3ce734accf,2_D_Diagnostics_6
85,AI_or_Human,Correct,1,3.9,Doctor,62d353684494ab8119aa42d8,2_D_Diagnostics_6
86,AI_or_Human,Incorrect,0,5.0,Doctor,5db06709e8d5b50019c3bd88,2_D_Diagnostics_6
87,AI_or_Human,Incorrect,0,4.2,Doctor,61158ba946af0dc7c3a6c5fd,2_D_Diagnostics_6
88,AI_or_Human,Incorrect,0,3.9,Doctor,6108ab36d796e24e26159f5e,2_D_Diagnostics_6
89,AI_or_Human,Correct,1,3.9,Doctor,5c40134b1580e900012320ab,2_D_Diagnostics_6
90,AI_or_Human,Correct,1,2.7,Doctor,602348484d326a1c5aa80bb7,2_D_Diagnostics_6
91,AI_or_Human,Correct,1,2.6,Doctor,6053bbcd2405c3c785ed202c,2_D_Medications_6
92,AI_or_Human,Correct,1,4.2,Doctor,60fd703323341ff48a496d12,2_D_Medications_6
93,AI_or_Human,Correct,1,5.0,Doctor,62a13f4b85d80af5340feff5,2_D_Medications_6
94,AI_or_Human,Correct,1,2.0,Doctor,627ac48d922ee827a0d8de84,2_D_Medications_6
95,AI_or_Human,Incorrect,0,4.0,Doctor,581b738a930a280001062c6a,2_D_Medications_6
96,AI_or_Human,Incorrect,0,4.0,Doctor,631278690a39c26a19d394a0,2_D_Medications_6
97,AI_or_Human,Correct,1,4.1,Doctor,612fcbbd5386d9edb42da147,2_D_Medications_6
98,AI_or_Human,Correct,1,4.7,Doctor,5fb08ec5ddc19949a58f5a4f,2_D_Medications_6
99,AI_or_Human,Correct,1,4.7,Doctor,63c0e405027c09642621327f,2_D_Medications_6
100,AI_or_Human,Incorrect,0,4.6,Doctor,60b4a8a01d08a9bfb5f1e408,2_D_Medications_6
101,AI_or_Human,Incorrect,0,5.0,Doctor,62fbdda6e4b5a034b71296f8,2_D_Medications_6
102,AI_or_Human,Correct,1,4.0,Doctor,60368a80844cd3d1a83d0123,2_D_Medications_6
103,AI_or_Human,Correct,1,4.0,Doctor,6108ab36d796e24e26159f5e,2_D_Medications_6
104,AI_or_Human,Correct,1,3.0,Doctor,61534251f98a9e4929d81c2b,2_D_Medications_6
105,AI_or_Human,Incorrect,0,3.0,Doctor,5c113ae4b7fb2f00011a6b7e,2_D_Medications_6
106,AI_or_Human,Correct,1,5.0,Doctor,62dccf664ff0895a60cfdda2,2_D_Medications_6
107,AI_or_Human,Correct,1,3.0,Doctor,5c4a2bcb4d22460001c5da97,2_D_Preventative_6
108,AI_or_Human,Correct,1,4.4,Doctor,61115b41f830b1e539d612bf,2_D_Preventative_6
109,AI_or_Human,Correct,1,4.0,Doctor,631278690a39c26a19d394a0,2_D_Preventative_6
110,AI_or_Human,Incorrect,0,4.0,Doctor,5ea9d795dec14d13eb7af3d9,2_D_Preventative_6
111,AI_or_Human,Correct,1,5.0,Doctor,5ef32f0aeb0c9103d56a8558,2_D_Preventative_6
112,AI_or_Human,Incorrect,0,4.0,Doctor,5ef00061e45c1f1988455df5,2_D_Preventative_6
113,AI_or_Human,Correct,1,4.5,Doctor,60674e08ad872b4cd378a9df,2_D_Preventative_6
114,AI_or_Human,Correct,1,4.0,Doctor,5d5606cd4171ec00182e2b15,2_D_Preventative_6
115,AI_or_Human,Correct,1,3.7,Doctor,615d051e2366aeb051acb734,2_D_Preventative_6
116,AI_or_Human,Incorrect,0,3.0,Doctor,61534251f98a9e4929d81c2b,2_D_Preventative_6
117,AI_or_Human,Incorrect,0,4.6,Doctor,5b197b8088ee7400012ae154,2_D_Preventative_6
118,AI_or_Human,Incorrect,0,4.4,Doctor,6107695b30abc8ceb5ac197b,2_D_Preventative_6
119,AI_or_Human,Incorrect,0,3.6,Doctor,62b496ea7c06f67ea068d0d3,2_D_Preventative_6
120,AI_or_Human,Incorrect,0,3.0,Doctor,5c4a2bcb4d22460001c5da97,2_D_Procedures_6
121,AI_or_Human,Incorrect,0,3.7,Doctor,62786f21e2cc1d6adeea0a79,2_D_Procedures_6
122,AI_or_Human,Incorrect,0,2.0,Doctor,627ac48d922ee827a0d8de84,2_D_Procedures_6
123,AI_or_Human,Correct,1,1.6,Doctor,61452f580953ba50efed1036,2_D_Procedures_6
124,AI_or_Human,Correct,1,5.0,Doctor,60fcdd362d1a5e0d012b91f0,2_D_Procedures_6
125,AI_or_Human,Incorrect,0,4.6,Doctor,60674e08ad872b4cd378a9df,2_D_Procedures_6
126,AI_or_Human,Correct,1,4.1,Doctor,5ca6c71383762200151a4a20,2_D_Procedures_6
127,AI_or_Human,Correct,1,2.4,Doctor,55a9f6a1fdf99b2d81b5295f,2_D_Procedures_6
128,AI_or_Human,Correct,1,3.4,Doctor,6151c6e6fe892583908fc36f,2_D_Procedures_6
129,AI_or_Human,Correct,1,4.0,Doctor,5c113ae4b7fb2f00011a6b7e,2_D_Procedures_6
130,AI_or_Human,Correct,1,4.4,Doctor,5d4345e9be616d0001f786cd,2_D_Procedures_6
131,AI_or_Human,Correct,1,4.0,Doctor,602348484d326a1c5aa80bb7,2_D_Procedures_6
132,AI_or_Human,Correct,1,2.4,Doctor,5cae4ab76818400015d4e4ef,2_D_Procedures_6
133,AI_or_Human,Incorrect,0,3.0,Doctor,5c4a2bcb4d22460001c5da97,2_D_Recovery_6
134,AI_or_Human,Correct,1,5.0,Doctor,60bc4ab6673a043c66657cd5,2_D_Recovery_6
135,AI_or_Human,Incorrect,0,2.0,Doctor,627ac48d922ee827a0d8de84,2_D_Recovery_6
136,AI_or_Human,Correct,1,2.9,Doctor,62d353684494ab8119aa42d8,2_D_Recovery_6
137,AI_or_Human,Incorrect,0,5.0,Doctor,54e32a60fdf99b3eae9de85b,2_D_Recovery_6
138,AI_or_Human,Correct,1,3.6,Doctor,60674e08ad872b4cd378a9df,2_D_Recovery_6
139,AI_or_Human,Incorrect,0,4.0,Doctor,6329c416685018cb5b6bb17c,2_D_Recovery_6
140,AI_or_Human,Correct,1,4.1,Doctor,60fcd0f990314dce9c243fefv,2_D_Recovery_6
141,AI_or_Human,Incorrect,0,4.8,Doctor,5c4a2bcb4d22460001c5da97,3_D_Conditions_6
142,AI_or_Human,Correct,1,4.0,Doctor,60fd703323341ff48a496d12,3_D_Conditions_6
143,AI_or_Human,Incorrect,0,2.8,Doctor,5e8a3f722cea2006283e0e45,3_D_Conditions_6
144,AI_or_Human,Correct,1,4.7,Doctor,629e633c82ed7bd84fce0f9a,3_D_Conditions_6
145,AI_or_Human,Incorrect,0,4.5,Doctor,5d0d16d991270800010b7dd7,3_D_Conditions_6
146,AI_or_Human,Correct,1,5.0,Doctor,615dbec57d764bf5ab0a56e5,3_D_Conditions_6
147,AI_or_Human,Incorrect,0,4.4,Doctor,615d051e2366aeb051acb734,3_D_Conditions_6
148,AI_or_Human,Correct,1,4.1,Doctor,5cb62e9293342300017a72a1,3_D_Conditions_6
149,AI_or_Human,Correct,1,3.0,Doctor,5d9ae3ff9d2a700014869bcb,3_D_Conditions_6
150,AI_or_Human,Incorrect,0,2.4,Doctor,6053bbcd2405c3c785ed202c,3_D_Diagnostics_6
151,AI_or_Human,Correct,1,4.2,Doctor,614e7595b135a4c4656cf557,3_D_Diagnostics_6
152,AI_or_Human,Incorrect,0,2.0,Doctor,55afe01bfdf99b4ba8045bea,3_D_Diagnostics_6
153,AI_or_Human,Incorrect,0,4.2,Doctor,612fcbbd5386d9edb42da147,3_D_Diagnostics_6
154,AI_or_Human,Correct,1,4.1,Doctor,60fcdd362d1a5e0d012b91f0,3_D_Diagnostics_6
155,AI_or_Human,Correct,1,4.2,Doctor,615dbec57d764bf5ab0a56e5,3_D_Diagnostics_6
156,AI_or_Human,Correct,1,5.0,Doctor,6106f6e22517f1e7cb3ff868,3_D_Diagnostics_6
157,AI_or_Human,Correct,1,3.6,Doctor,5c492c7167b61b000190bfe8,3_D_Diagnostics_6
158,AI_or_Human,Correct,1,5.0,Doctor,5b0ce8bb9663ee00014597fb,3_D_Diagnostics_6
159,AI_or_Human,Correct,1,3.8,Doctor,63cd7b78fff71624a85b294f,3_D_Diagnostics_6
160,AI_or_Human,Correct,1,4.4,Doctor,60883e078fa7828e99acb69a,3_D_Diagnostics_6
161,AI_or_Human,Correct,1,3.3,Doctor,582879857e8aef000152fba4,3_D_Diagnostics_6
162,AI_or_Human,Incorrect,0,4.1,Doctor,5cae4ab76818400015d4e4ef,3_D_Diagnostics_6
163,AI_or_Human,Correct,1,5.0,Doctor,6150b569f783a47ea40a79a4,3_D_Diagnostics_6
164,AI_or_Human,Incorrect,0,3.5,Doctor,5f47e6376aa63923f3804e3b,3_D_Diagnostics_6
165,AI_or_Human,Incorrect,0,3.0,Doctor,5c4a2bcb4d22460001c5da97,3_D_Medications_6
166,AI_or_Human,Correct,1,4.7,Doctor,62e04413fd91f451e42d558d,3_D_Medications_6
167,AI_or_Human,Correct,1,3.6,Doctor,5bdbf2d92562330001b8d056,3_D_Medications_6
168,AI_or_Human,Correct,1,4.5,Doctor,5d0d16d991270800010b7dd7,3_D_Medications_6
169,AI_or_Human,Incorrect,0,5.0,Doctor,62728c148af5805feea46dc8,3_D_Medications_6
170,AI_or_Human,Incorrect,0,5.0,Doctor,6151c6e6fe892583908fc36f,3_D_Medications_6
171,AI_or_Human,Incorrect,0,4.6,Doctor,5db06709e8d5b50019c3bd88,3_D_Medications_6
172,AI_or_Human,Correct,1,4.1,Doctor,62a13f4b85d80af5340feff5,3_D_Preventative_6
173,AI_or_Human,Correct,1,4.8,Doctor,5c0f1cf4f3027300014b606f,3_D_Preventative_6
174,AI_or_Human,Incorrect,0,3.7,Doctor,62dc292b3a585ccfd11f9bc9,3_D_Preventative_6
175,AI_or_Human,Incorrect,0,4.5,Doctor,62fbdda6e4b5a034b71296f8,3_D_Preventative_6
176,AI_or_Human,Correct,1,4.0,Doctor,60368a80844cd3d1a83d0123,3_D_Preventative_6
177,AI_or_Human,Incorrect,0,5.0,Doctor,62dccf664ff0895a60cfdda2,3_D_Preventative_6
178,AI_or_Human,Incorrect,0,5.0,Doctor,63cd7b78fff71624a85b294f,3_D_Preventative_6
179,AI_or_Human,Correct,1,3.6,Doctor,602348484d326a1c5aa80bb7,3_D_Preventative_6
180,AI_or_Human,Correct,1,2.7,Doctor,61003424913c5bc34653feb1,3_D_Preventative_6
181,AI_or_Human,Incorrect,0,2.7,Doctor,61115b41f830b1e539d612bf,3_D_Procedures_6
182,AI_or_Human,Correct,1,1.9,Doctor,5d85150104ad7f00180935d1,3_D_Procedures_6
183,AI_or_Human,Incorrect,0,4.1,Doctor,6132cc931d18eb3ce734accf,3_D_Procedures_6
184,AI_or_Human,Correct,1,5.0,Doctor,615dbec57d764bf5ab0a56e5,3_D_Procedures_6
185,AI_or_Human,Incorrect,0,4.4,Doctor,5d41e832b0ca7200169d857e,3_D_Procedures_6
186,AI_or_Human,Correct,1,5.0,Doctor,62fbdda6e4b5a034b71296f8,3_D_Procedures_6
187,AI_or_Human,Incorrect,0,3.0,Doctor,5cba534ff7b6150017add408,3_D_Procedures_6
188,AI_or_Human,Correct,1,4.0,Doctor,60fcd0f990314dce9c243fefv,3_D_Procedures_6
189,AI_or_Human,Correct,1,3.9,Doctor,6060a822ebad58844bb482f1,3_D_Recovery_6
190,AI_or_Human,Correct,1,3.1,Doctor,62a13f4b85d80af5340feff5,3_D_Recovery_6
191,AI_or_Human,Correct,1,4.8,Doctor,61168a8a8f1af03dd4032af4,3_D_Recovery_6
192,AI_or_Human,Correct,1,4.0,Doctor,55afe01bfdf99b4ba8045bea,3_D_Recovery_6
193,AI_or_Human,Correct,1,4.2,Doctor,5a1f27b8fe645f0001ea0c9e,3_D_Recovery_6
194,AI_or_Human,Incorrect,0,5.0,Doctor,5ca6c71383762200151a4a20,3_D_Recovery_6
195,AI_or_Human,Correct,1,5.0,Doctor,63c0e405027c09642621327f,3_D_Recovery_6
196,AI_or_Human,Correct,1,4.0,Doctor,63d5528c99d44c28a0f4040e,3_D_Recovery_6
197,AI_or_Human,Correct,1,4.0,Doctor,60fedf00b3d67381229eb456,3_D_Recovery_6
198,AI_or_Human,Correct,1,3.0,Doctor,5c113ae4b7fb2f00011a6b7e,3_D_Recovery_6
199,AI_or_Human,Correct,1,5.0,Doctor,57d6b1718e00270001b430cc,3_D_Recovery_6
200,AI_or_Human,Incorrect,0,2.6,Doctor,61003424913c5bc34653feb1,3_D_Recovery_6
201,AI_or_Human,Correct,1,1.0,Doctor,6053bbcd2405c3c785ed202c,4_D_Conditions_6
202,AI_or_Human,Incorrect,0,3.0,Doctor,5c0f1cf4f3027300014b606f,4_D_Conditions_6
203,AI_or_Human,Incorrect,0,5.0,Doctor,63141c5b0efc638905a2702a,4_D_Conditions_6
204,AI_or_Human,Incorrect,0,4.3,Doctor,6132cc931d18eb3ce734accf,4_D_Conditions_6
205,AI_or_Human,Correct,1,3.8,Doctor,5fb08ec5ddc19949a58f5a4f,4_D_Conditions_6
206,AI_or_Human,Incorrect,0,2.5,Doctor,55a9f6a1fdf99b2d81b5295f,4_D_Conditions_6
207,AI_or_Human,Correct,1,4.4,Doctor,6151c6e6fe892583908fc36f,4_D_Conditions_6
208,AI_or_Human,Correct,1,3.0,Doctor,6106f6e22517f1e7cb3ff868,4_D_Conditions_6
209,AI_or_Human,Incorrect,0,4.9,Doctor,57d6b1718e00270001b430cc,4_D_Conditions_6
210,AI_or_Human,Incorrect,0,5.0,Doctor,6150b569f783a47ea40a79a4,4_D_Conditions_6
211,AI_or_Human,Correct,1,3.9,Doctor,6060a822ebad58844bb482f1,4_D_Diagnostics_6
212,AI_or_Human,Incorrect,0,5.0,Doctor,60bc4ab6673a043c66657cd5,4_D_Diagnostics_6
213,AI_or_Human,Incorrect,0,4.1,Doctor,5ea9d795dec14d13eb7af3d9,4_D_Diagnostics_6
214,AI_or_Human,Incorrect,0,4.6,Doctor,5f7e4fbc36d39211c80599fe,4_D_Diagnostics_6
215,AI_or_Human,Incorrect,0,4.0,Doctor,6329c416685018cb5b6bb17c,4_D_Diagnostics_6
216,AI_or_Human,Incorrect,0,5.0,Doctor,5d41e832b0ca7200169d857e,4_D_Diagnostics_6
217,AI_or_Human,Correct,1,3.0,Doctor,5b5a822e1ad8270001c4f28d,4_D_Diagnostics_6
218,AI_or_Human,Incorrect,0,5.0,Doctor,60fedf00b3d67381229eb456,4_D_Diagnostics_6
219,AI_or_Human,Incorrect,0,4.0,Doctor,614ca018863895a0b6724719,4_D_Diagnostics_6
220,AI_or_Human,Incorrect,0,2.0,Doctor,5d9ae3ff9d2a700014869bcb,4_D_Diagnostics_6
221,AI_or_Human,Incorrect,0,3.5,Doctor,62b496ea7c06f67ea068d0d3,4_D_Diagnostics_6
222,AI_or_Human,Correct,1,4.0,Doctor,55afe01bfdf99b4ba8045bea,4_D_Medications_6
223,AI_or_Human,Correct,1,5.0,Doctor,5ca6c71383762200151a4a20,4_D_Medications_6
224,AI_or_Human,Incorrect,0,3.8,Doctor,5b5a822e1ad8270001c4f28d,4_D_Medications_6
225,AI_or_Human,Correct,1,5.0,Doctor,6106f6e22517f1e7cb3ff868,4_D_Medications_6
226,AI_or_Human,Correct,1,4.5,Doctor,60fcd0f990314dce9c243fefv,4_D_Medications_6
227,AI_or_Human,Correct,1,4.7,Doctor,5b197b8088ee7400012ae154,4_D_Medications_6
228,AI_or_Human,Correct,1,4.6,Doctor,61003424913c5bc34653feb1,4_D_Medications_6
229,AI_or_Human,Incorrect,0,4.1,Doctor,5cae4ab76818400015d4e4ef,4_D_Medications_6
230,AI_or_Human,Correct,1,5.0,Doctor,614e7595b135a4c4656cf557,4_D_Preventative_6
231,AI_or_Human,Incorrect,0,5.0,Doctor,60bc4ab6673a043c66657cd5,4_D_Preventative_6
232,AI_or_Human,Correct,1,1.7,Doctor,61452f580953ba50efed1036,4_D_Preventative_6
233,AI_or_Human,Correct,1,3.7,Doctor,5a1f27b8fe645f0001ea0c9e,4_D_Preventative_6
234,AI_or_Human,Incorrect,0,3.0,Doctor,54e32a60fdf99b3eae9de85b,4_D_Preventative_6
235,AI_or_Human,Incorrect,0,4.3,Doctor,5f7e4fbc36d39211c80599fe,4_D_Preventative_6
236,AI_or_Human,Incorrect,0,3.0,Doctor,5ede06165f5ead017ee49f05,4_D_Preventative_6
237,AI_or_Human,Incorrect,0,3.0,Doctor,6151c6e6fe892583908fc36f,4_D_Preventative_6
238,AI_or_Human,Correct,1,3.5,Doctor,5f47e6376aa63923f3804e3b,4_D_Preventative_6
239,AI_or_Human,Incorrect,0,2.1,Doctor,6053bbcd2405c3c785ed202c,4_D_Procedures_6
240,AI_or_Human,Correct,1,2.2,Doctor,5e8a3f722cea2006283e0e45,4_D_Procedures_6
241,AI_or_Human,Incorrect,0,4.1,Doctor,581b738a930a280001062c6a,4_D_Procedures_6
242,AI_or_Human,Correct,1,4.3,Doctor,5ea9d795dec14d13eb7af3d9,4_D_Procedures_6
243,AI_or_Human,Correct,1,4.7,Doctor,5d0d16d991270800010b7dd7,4_D_Procedures_6
244,AI_or_Human,Incorrect,0,3.3,Doctor,5fb08ec5ddc19949a58f5a4f,4_D_Procedures_6
245,AI_or_Human,Incorrect,0,4.1,Doctor,5ede06165f5ead017ee49f05,4_D_Procedures_6
246,AI_or_Human,Correct,1,4.0,Doctor,6329c416685018cb5b6bb17c,4_D_Procedures_6
247,AI_or_Human,Incorrect,0,5.0,Doctor,63c0e405027c09642621327f,4_D_Procedures_6
248,AI_or_Human,Correct,1,3.0,Doctor,61534251f98a9e4929d81c2b,4_D_Procedures_6
249,AI_or_Human,Correct,1,5.0,Doctor,6234bc51939438b05a4adfb9,4_D_Procedures_6
250,AI_or_Human,Incorrect,0,3.3,Doctor,5c492c7167b61b000190bfe8,4_D_Procedures_6
251,AI_or_Human,Correct,1,4.0,Doctor,5cb62e9293342300017a72a1,4_D_Procedures_6
252,AI_or_Human,Correct,1,5.0,Doctor,60883e078fa7828e99acb69a,4_D_Procedures_6
253,AI_or_Human,Correct,1,4.0,Doctor,5d9ae3ff9d2a700014869bcb,4_D_Procedures_6
254,AI_or_Human,Correct,1,3.6,Doctor,62786f21e2cc1d6adeea0a79,4_D_Recovery_6
255,AI_or_Human,Correct,1,4.2,Doctor,60b7e08463067cb8330e0d8d,4_D_Recovery_6
256,AI_or_Human,Incorrect,0,5.0,Doctor,614e7595b135a4c4656cf557,4_D_Recovery_6
257,AI_or_Human,Correct,1,3.0,Doctor,5bd6656a669ee1000145304a,4_D_Recovery_6
258,AI_or_Human,Correct,1,3.9,Doctor,5cc22481f6ef910019e5120f,4_D_Recovery_6
